loan_id,borrower_name,loan_amount,days_overdue,past_defaults,income_band,payment_consistency,city,recovery_probability,risk_flag,days_overdue_bucket
LN1617,Adam Russell,245898,5,3,High,0.57,Port Tara,28,Low Priority,0-15
LN1618,Erin Sullivan,432009,15,1,Low,0.75,Mitchellberg,42,Medium,0-15
LN1619,Anna Preston,434758,45,3,Mid,0.9,Lake Scott,21,Low Priority,31-45
LN1620,Randall Gutierrez,178763,0,0,Low,0.95,West Michaelchester,70,High Priority,0-15
LN1621,Nathan Payne,187849,45,0,High,0.42,North Shawnfort,41,Medium,31-45
LN1622,John Bailey,171094,30,0,Mid,0.32,Wallaceburgh,34,Low Priority,16-30
LN1623,Randy Scott,256994,60,0,High,0.41,Colinport,34,Low Priority,45+
LN1624,Jared Jackson,432918,60,3,Low,0.83,Tammymouth,4,Low Priority,45+
LN1625,Andrew Ayers,105744,30,0,Low,0.34,South Kenneth,27,Low Priority,16-30
LN1626,Lawrence Mcdonald,146310,15,0,Mid,0.48,Port Brianburgh,48,Medium,0-15
LN1627,Brent Huff,488947,15,0,High,0.93,Edwardfort,78,High Priority,0-15
LN1628,Susan Patrick,175801,60,0,Mid,0.45,Port Maryshire,28,Low Priority,45+
LN1629,Valerie Flores,499336,0,3,Low,0.78,Wilsonland,25,Low Priority,0-15
LN1630,Tiffany Garcia,177608,90,0,Mid,0.71,Danielborough,30,Low Priority,45+
LN1631,Desiree Gaines,435842,5,1,Low,0.6,Lake Nicholasmouth,38,Medium,0-15
LN1632,Tyler Brooks,325142,90,2,Mid,0.85,Stoutburgh,12,Low Priority,45+
LN1633,Michelle Jackson,94601,60,0,Low,0.48,Steeleview,22,Low Priority,45+
LN1634,Tina Wilson,193423,5,2,Low,0.35,Gonzalezport,14,Low Priority,0-15
LN1635,Nicholas Deleon,182627,0,2,Mid,0.37,Kennethborough,24,Low Priority,0-15
LN1636,Kristen Morris,391994,45,0,Mid,0.84,North Brentchester,54,Medium,31-45
LN1637,Jamie Richard,491017,45,0,Mid,0.33,Wilsonville,28,Low Priority,31-45
LN1638,Brandon Hernandez,266038,90,0,Mid,0.67,Codymouth,28,Low Priority,45+
LN1639,Victoria King,445468,5,0,Low,0.98,South Ryanmouth,69,High Priority,0-15
LN1640,Jordan Gibson,239526,0,0,Mid,0.92,Port Janicehaven,76,High Priority,0-15
LN1641,Neil Bell,110453,30,3,Low,0.76,Hernandezland,12,Low Priority,16-30
LN1642,Joe James,342286,5,1,Mid,0.93,East Jacobton,62,High Priority,0-15
LN1643,Mary Gallagher,164228,30,1,Low,0.56,Amyport,26,Low Priority,16-30
LN1644,William Sawyer,383898,120,0,Low,0.83,Edgarfort,16,Low Priority,45+
LN1645,Abigail Hughes,284852,0,0,Mid,0.83,Smithfurt,72,High Priority,0-15
LN1646,Dale Poole,198207,0,1,Mid,0.97,New Rebecca,66,High Priority,0-15
LN1647,Bob Lin,294441,15,0,High,0.74,Stephaniefort,69,High Priority,0-15
LN1648,Laura Hamilton,271514,45,0,Mid,0.66,West Bethany,45,Medium,31-45
LN1649,Stephen Hale,97603,90,0,Low,0.43,Port Susanfurt,8,Low Priority,45+
LN1650,Brad Wood,408518,15,2,Mid,0.81,Nicholasberg,40,Medium,0-15
LN1651,Peter Armstrong,121968,0,0,Low,0.45,North Patriciaville,44,Medium,0-15
LN1652,John Morgan,480115,90,2,Mid,0.81,Leefort,10,Low Priority,45+
LN1653,Miguel Hicks,282318,5,0,Low,0.64,Lake Ashleyton,52,Medium,0-15
LN1654,Charlotte Campbell,367235,45,1,Low,0.32,East Bryan,8,Low Priority,31-45
LN1655,Paige Watts,54675,0,1,Mid,0.89,Frankshire,62,High Priority,0-15
LN1656,Mary Burnett,459030,0,1,High,0.68,Stephanieborough,60,High Priority,0-15
LN1657,Robert Fernandez,385735,0,0,Mid,0.9,New Andrea,75,High Priority,0-15
LN1658,Darin Gross,262188,90,1,High,0.46,New Melissa,13,Low Priority,45+
LN1659,Sandra Ramos,314442,60,0,Low,0.5,North Bradleyview,23,Low Priority,45+
LN1660,Rachel Daniel,347031,45,0,Low,0.52,North Shaunside,30,Low Priority,31-45
LN1661,Dr. Dylan Fisher,409570,60,3,Mid,0.47,Lake Seanhaven,0,Low Priority,45+
LN1662,Kathryn Matthews,429415,0,0,Low,0.51,East Robertomouth,48,Medium,0-15
LN1663,Lisa Barajas,248634,5,2,Mid,0.91,Dianahaven,50,Medium,0-15
LN1664,Ashley French,174692,0,1,Low,0.6,Carolburgh,40,Medium,0-15
LN1665,Anthony Parker,101938,30,0,Low,0.57,Toddview,38,Medium,16-30
LN1666,Kyle Berry,66220,45,1,Low,0.85,Tinashire,34,Low Priority,31-45
LN1667,Curtis Mclaughlin,386389,30,3,Low,0.96,Williamsville,22,Low Priority,16-30
LN1668,Rachel Gomez,270216,120,0,Mid,0.43,Hayesside,4,Low Priority,45+
LN1669,Sheri Williams,430117,15,3,Mid,0.43,Port Josehaven,10,Low Priority,0-15
LN1670,Donald Beck,148467,5,0,Low,0.48,Rasmussentown,44,Medium,0-15
LN1671,Christopher Arroyo,65833,15,1,Mid,0.68,West Michellemouth,46,Medium,0-15
LN1672,Michael Wang,370373,90,1,Low,0.35,Pattonville,0,Low Priority,45+
LN1673,Jacob Soto,50949,0,0,Mid,0.62,Andrewmouth,61,High Priority,0-15
LN1674,Adam Johnson,252930,30,0,Low,0.98,New Eddietown,59,Medium,16-30
LN1675,David Chavez,185582,15,0,Mid,0.71,North Joseph,60,High Priority,0-15
LN1676,Patty Watkins,450179,0,0,Low,0.38,Keithhaven,41,Medium,0-15
LN1677,Ms. Elizabeth Ramirez,493048,0,2,Mid,0.92,Allenmouth,52,Medium,0-15
LN1678,Stephanie Ortiz,381719,15,1,Mid,0.59,Martinezhaven,42,Medium,0-15
LN1679,Kevin Oneill,80272,5,2,Mid,0.96,West Scottshire,52,Medium,0-15
LN1680,Kelsey Evans,126121,5,1,Low,0.77,North Shannon,46,Medium,0-15
LN1681,Christopher Cohen,356047,30,0,Mid,0.53,Port Theresa,44,Medium,16-30
LN1682,Thomas Taylor,202003,30,2,Mid,0.48,South Jessicahaven,18,Low Priority,16-30
LN1683,Tina Smith,351356,15,0,High,0.46,South Johnberg,55,Medium,0-15
LN1684,Sharon Wilson,24138,30,0,Mid,0.36,North Shelbyborough,36,Medium,16-30
LN1685,Sharon Montoya,241552,45,0,High,0.32,Castromouth,36,Medium,31-45
LN1686,Barbara Wilson,80128,0,0,Low,0.34,Mcfarlandton,39,Medium,0-15
LN1687,Gary Ochoa,355932,5,0,Mid,0.72,East Valeriebury,64,High Priority,0-15
LN1688,Tara Moore,54397,90,1,High,0.88,Jeffhaven,34,Low Priority,45+
LN1689,Edwin Pierce,420826,0,1,Low,0.66,New Davidshire,43,Medium,0-15
LN1690,Ryan Valdez,283158,30,0,Low,0.56,Andrewshire,38,Medium,16-30
LN1691,Douglas Byrd,194588,15,0,Low,0.56,West Tylerborough,44,Medium,0-15
LN1692,Jennifer Lloyd,373973,60,0,Mid,0.59,New Guy,36,Medium,45+
LN1693,Eric Short,302169,0,1,Mid,0.61,Port Codyfurt,48,Medium,0-15
LN1694,Mandy Baker,150299,0,1,Mid,0.65,New Kimberlyside,50,Medium,0-15
LN1695,Deanna Cunningham,292895,5,0,Low,0.65,North Samuelshire,52,Medium,0-15
LN1696,Tony Carson,121948,15,0,Low,0.5,West Shelia,41,Medium,0-15
LN1697,Mark Gay,317986,5,1,Low,0.41,East Jamesshire,28,Low Priority,0-15
LN1698,Kathy Neal,287247,15,1,High,0.82,West David,61,High Priority,0-15
LN1699,Rachel Booker,477666,45,1,Low,0.5,Nelsonstad,17,Low Priority,31-45
LN1700,Michael Long,22187,0,0,Mid,0.55,West Amanda,58,Medium,0-15
LN1701,Adrian Davis,146270,0,2,High,0.45,West Jessica,36,Medium,0-15
LN1702,Kari Allen,261503,45,1,Low,0.49,South Lisa,16,Low Priority,31-45
LN1703,Stephanie Martin,424303,60,0,Low,0.69,Hernandezside,32,Low Priority,45+
LN1704,Carolyn Mcdonald,366658,5,0,Mid,0.92,Chambersmouth,74,High Priority,0-15
LN1705,Gregory Mitchell,255595,60,1,Mid,0.73,New Matthew,30,Low Priority,45+
LN1706,Kevin Wilson,394044,15,0,Mid,0.57,New Monica,52,Medium,0-15
LN1707,Anna Bowman,205388,0,0,Mid,0.81,West Alicia,70,High Priority,0-15
LN1708,Cody Conrad,195121,0,0,Low,0.59,East Evanview,52,Medium,0-15
LN1709,Terry Freeman,485833,60,0,Mid,0.71,Port Troy,42,Medium,45+
LN1710,Jocelyn Black,49345,15,1,Low,0.34,South Andrewville,21,Low Priority,0-15
LN1711,Tammy Smith MD,198933,0,0,Mid,0.7,Port Richard,65,High Priority,0-15
LN1712,Justin Porter,194442,15,0,Mid,0.68,Reedbury,58,Medium,0-15
LN1713,Heather Vargas,100201,5,1,Low,0.53,Robinsontown,34,Low Priority,0-15
LN1714,Cody Cohen,253612,60,1,Mid,0.38,Port Brittanyport,13,Low Priority,45+
LN1715,Vanessa Haley,222160,15,2,Mid,0.99,West Morgan,50,Medium,0-15
LN1716,Kristin Smith,353840,0,0,High,0.44,Lake Elizabethbury,60,High Priority,0-15
LN1717,Samantha Hunt,131718,5,0,Mid,0.35,Allenville,46,Medium,0-15
LN1718,Julie Hernandez,70940,5,2,Low,0.8,Lawrenceton,36,Medium,0-15
LN1719,Peter Wall,422575,0,1,Mid,0.89,Larsenside,62,High Priority,0-15
LN1720,David Stone,446488,60,0,Low,0.5,East Emmaton,23,Low Priority,45+
LN1721,Jeffrey Ballard,377574,15,0,High,0.92,Dickersonstad,78,High Priority,0-15
LN1722,Crystal Cooper,24994,0,0,Mid,0.31,Bernardburgh,46,Medium,0-15
LN1723,Craig Cook,464975,0,0,Mid,0.43,Port Kevinfurt,52,Medium,0-15
LN1724,Lisa Nelson,189831,90,0,Mid,0.35,Hutchinsonberg,12,Low Priority,45+
LN1725,Sara Hendricks,461153,15,3,Low,0.96,Parkerburgh,28,Low Priority,0-15
LN1726,Kevin Sanchez,440162,0,0,Low,0.35,Jonathanstad,40,Medium,0-15
LN1727,Dennis Kemp,309341,5,0,Low,0.54,Lake Adam,47,Medium,0-15
LN1728,Seth Joyce,403071,0,0,Mid,0.64,Chelsealand,62,High Priority,0-15
LN1729,Denise Garcia,296827,30,0,Low,0.33,New Joshuahaven,26,Low Priority,16-30
LN1730,Michael Tyler,374211,45,0,Mid,0.83,Coffeybury,54,Medium,31-45
LN1731,Terri Reynolds,121158,30,1,Low,0.45,Howardfort,20,Low Priority,16-30
LN1732,Wendy Bush,454219,30,0,Low,0.92,West Kelly,56,Medium,16-30
LN1733,Ashley Choi,448956,0,0,Mid,0.6,Derrickborough,60,High Priority,0-15
LN1734,Tina King,65913,60,0,Mid,0.41,Josefurt,26,Low Priority,45+
LN1735,Ryan Guzman,210121,5,1,Low,0.71,West Jody,44,Medium,0-15
LN1736,Elaine Bartlett,320856,0,0,Mid,0.94,Matthewland,77,High Priority,0-15
LN1737,Derek Leach,456523,30,0,Mid,0.39,South Jason,38,Medium,16-30
LN1738,Catherine Hanson,69522,45,1,Mid,0.49,Lake Dianaport,24,Low Priority,31-45
LN1739,Leah Henry,441669,15,1,Mid,0.46,Larrymouth,35,Medium,0-15
LN1740,Jessica Day,182781,0,0,Mid,0.45,Powersmouth,52,Medium,0-15
LN1741,Kimberly Friedman,399747,45,0,Mid,0.88,Port Wandaville,56,Medium,31-45
LN1742,Christian Frost,437247,45,0,Low,0.79,Roseburgh,44,Medium,31-45
LN1743,Laura Meyer,282347,0,0,Mid,0.48,Port Shawn,54,Medium,0-15
LN1744,Patricia Gutierrez,362908,60,0,Mid,0.33,Lambburgh,22,Low Priority,45+
LN1745,Suzanne Morris,446673,45,0,Low,0.66,Melissahaven,37,Medium,31-45
LN1746,Kevin Ramos,118046,60,3,High,0.89,Jeffreychester,22,Low Priority,45+
LN1747,Jaime Tyler,481130,45,1,High,0.88,South Ryanport,52,Medium,31-45
LN1748,James Reed,95403,5,1,High,0.9,Brendatown,69,High Priority,0-15
LN1749,Julie Orr,319372,15,0,Low,0.52,Tylerfort,42,Medium,0-15
LN1750,Amanda Hall,448834,0,0,Mid,0.7,Port Jessica,65,High Priority,0-15
LN1751,Thomas Figueroa,165406,0,0,Low,0.31,Tuckerton,38,Medium,0-15
LN1752,Dennis Reid,446903,30,1,Low,0.89,North Mary,42,Medium,16-30
LN1753,William Davis,103178,0,2,Mid,0.58,Lake Marc,35,Medium,0-15
LN1754,Alexis Thompson,409458,15,3,Mid,0.61,Dustinview,18,Low Priority,0-15
LN1755,Margaret Powell,53340,5,0,Mid,0.95,Lake Teresamouth,76,High Priority,0-15
LN1756,Kevin Petersen,287885,5,1,Mid,0.63,Port Grant,48,Medium,0-15
LN1757,Alyssa Young,304308,120,1,High,0.8,Lambertmouth,18,Low Priority,45+
LN1758,William Fleming,99768,15,2,High,0.55,West Staceyland,36,Medium,0-15
LN1759,Erik Curtis,345329,0,2,Mid,0.34,Velasquezfurt,23,Low Priority,0-15
LN1760,Amy Torres,413786,30,1,Low,0.41,Port Richard,18,Low Priority,16-30
LN1761,Rhonda Jones,346719,45,0,Low,0.33,Dakotatown,20,Low Priority,31-45
LN1762,Katherine Jones,81169,30,1,Low,0.31,North Leslie,14,Low Priority,16-30
LN1763,Sharon Soto,234127,0,0,Mid,0.62,South Timothy,61,High Priority,0-15
LN1764,Donald Lyons,155699,90,0,Mid,0.58,Port Diana,23,Low Priority,45+
LN1765,Angela Cannon,39404,15,1,Mid,0.35,New Alexport,30,Low Priority,0-15
LN1766,Ryan Hanson PhD,390250,15,0,Low,0.32,Joshuamouth,32,Low Priority,0-15
LN1767,Sarah Smith,371193,0,1,High,0.92,South Joseph,72,High Priority,0-15
LN1768,Michelle Andrews,491869,15,0,High,0.78,Richardtown,71,High Priority,0-15
LN1769,Heather Jackson,341690,30,0,High,1.0,Knightview,76,High Priority,16-30
LN1770,Michele Patrick,193860,60,1,High,0.63,West Lindaland,34,Low Priority,45+
LN1771,Scott Weber,440446,45,0,Low,0.6,New Stanley,34,Low Priority,31-45
LN1772,Kayla Combs,396075,45,2,High,0.36,Stevenside,14,Low Priority,31-45
LN1773,Olivia Miller,447530,45,0,Low,0.63,Duncanport,36,Medium,31-45
LN1774,Kimberly Lyons,220753,0,0,Low,0.4,West Donnahaven,42,Medium,0-15
LN1775,Mr. Juan Harris DDS,253346,120,0,Low,0.31,Lake Moniquefort,0,Low Priority,45+
LN1776,Elizabeth Cruz,251318,45,0,Low,0.46,South Tracifurt,27,Low Priority,31-45
LN1777,Christina Davis,193115,45,0,Low,0.51,Port Tammymouth,30,Low Priority,31-45
LN1778,Mr. John Miles,155203,0,1,Low,0.54,Lake David,37,Medium,0-15
LN1779,Kyle Lozano,169886,120,0,Low,0.88,North Elizabeth,18,Low Priority,45+
LN1780,William Carter,65066,15,1,Low,0.71,Oliverville,40,Medium,0-15
LN1781,Alison Mack,86983,5,0,Low,0.42,Brendaville,41,Medium,0-15
LN1782,Danny Mathews,189302,0,0,Low,0.88,Danashire,66,High Priority,0-15
LN1783,Leslie Brown,423561,0,0,Low,0.54,Lanechester,49,Medium,0-15
LN1784,Dylan Davis,441234,120,1,Low,0.33,Blackview,0,Low Priority,45+
LN1785,Michelle Newton,78870,45,3,High,0.56,East Courtneystad,12,Low Priority,31-45
LN1786,Nicholas Brown,441594,15,0,Mid,0.69,Craneport,58,Medium,0-15
LN1787,Richard Anderson,137797,45,0,High,0.58,Deleontown,49,Medium,31-45
LN1788,Michael Taylor,484310,30,0,Mid,0.93,North Ronaldville,64,High Priority,16-30
LN1789,Elizabeth Coleman,143728,45,0,Mid,0.66,Ramosfort,45,Medium,31-45
LN1790,John Contreras,446253,30,0,Mid,0.56,South Carolside,46,Medium,16-30
LN1791,Valerie Miller,218303,0,0,High,0.42,Charlesville,59,Medium,0-15
LN1792,Jason Stanton,74722,0,0,High,0.5,Whiteshire,63,High Priority,0-15
LN1793,Jennifer Ortiz,346053,90,0,Low,0.56,Jamesmouth,14,Low Priority,45+
LN1794,Eric Branch,31874,90,2,Low,0.81,New Shelley,2,Low Priority,45+
LN1795,Stacy Banks,462716,45,0,Mid,0.45,Farrellside,34,Low Priority,31-45
LN1796,Kayla Hicks,311581,15,0,Mid,0.83,New Christophershire,66,High Priority,0-15
LN1797,Amy Hunt,298060,60,1,Mid,0.83,Lake Karla,36,Medium,45+
LN1798,Nicholas Rodriguez,325077,0,0,Low,0.51,Kylemouth,48,Medium,0-15
LN1799,Jason Murphy,123751,60,0,Low,0.45,North Michaelmouth,20,Low Priority,45+
LN1800,Peter Moore,490489,45,0,Low,0.84,North Rebeccaberg,46,Medium,31-45
LN1801,Joseph Lee,431324,0,0,Mid,0.72,South Kathleenville,66,High Priority,0-15
LN1802,Sonia Rice,217478,90,0,Mid,0.63,Freemanburgh,26,Low Priority,45+
LN1803,Deborah Herrera,377546,0,0,Low,0.66,Port Kristenton,55,Medium,0-15
LN1804,Andre Sutton,92307,30,0,Mid,0.39,New Angela,38,Medium,16-30
LN1805,Jill Underwood,456607,0,0,Mid,0.89,Mossburgh,74,High Priority,0-15
LN1806,Crystal Lewis,170528,45,1,Low,0.54,Myersside,19,Low Priority,31-45
LN1807,Michael Atkins,476843,30,0,Mid,0.5,Port Jason,43,Medium,16-30
LN1808,Collin Smith,166621,30,1,Low,0.34,East Holly,15,Low Priority,16-30
LN1809,Amber Parker,473222,0,1,Low,0.77,Youngshire,48,Medium,0-15
LN1810,Jeffrey Powell,482676,45,2,Low,0.52,Edwardsview,6,Low Priority,31-45
LN1811,Roger Stewart,176140,45,0,Mid,0.46,West Gabrieltown,35,Medium,31-45
LN1812,Scott Payne,174455,0,3,Mid,0.95,East Carlosview,42,Medium,0-15
LN1813,Daniel Ruiz,30234,30,1,Low,0.89,North Sarah,42,Medium,16-30
LN1814,Antonio James,96918,15,0,Low,0.94,Cummingsside,63,High Priority,0-15
LN1815,Lawrence Sullivan,228547,90,0,Mid,0.79,Nicholsfurt,34,Low Priority,45+
LN1816,Laura Douglas,58134,5,1,Low,0.4,Lake Hollyburgh,28,Low Priority,0-15
LN1817,Barbara Hill,246999,5,0,Low,0.88,Richardsborough,64,High Priority,0-15
LN1818,Daniel Atkins,276446,120,2,Mid,0.44,Gonzalezberg,0,Low Priority,45+
LN1819,Kenneth Gregory,405946,0,0,Mid,0.41,Turnerberg,50,Medium,0-15
LN1820,Calvin Cruz,272557,5,2,Low,0.3,West Gabrielside,11,Low Priority,0-15
LN1821,Clayton Wood,182421,30,1,Mid,0.7,Michellehaven,41,Medium,16-30
LN1822,Bruce Blanchard,290146,0,0,High,0.85,Mannmouth,80,High Priority,0-15
LN1823,Anita Jones,496322,0,1,Mid,0.58,North Danielport,47,Medium,0-15
LN1824,Amanda Williams,300926,5,1,Low,0.51,South Ericmouth,34,Low Priority,0-15
LN1825,Matthew Hardin,26511,0,0,Low,0.54,Gentryfurt,49,Medium,0-15
LN1826,Lisa Bryant,131576,60,1,Low,0.64,New Johnbury,18,Low Priority,45+
LN1827,Connor Smith,459155,0,0,Low,0.72,Gregorychester,58,Medium,0-15
LN1828,Daniel Moore,45901,30,0,Low,0.55,East Darrenville,38,Medium,16-30
LN1829,William Oliver,377226,5,1,Mid,0.95,Port Heather,64,High Priority,0-15
LN1830,Nicholas Singleton,269819,60,0,Mid,0.59,West Christianbury,36,Medium,45+
LN1831,Cheryl Simmons,161449,5,0,High,0.86,Lake Michael,79,High Priority,0-15
LN1832,Erin Brennan,382500,0,0,Low,0.36,Callahanbury,40,Medium,0-15
LN1833,Tracy Hughes,433532,0,2,Mid,0.79,Anthonyberg,46,Medium,0-15
LN1834,Tracey Jackson,22866,30,0,Low,0.42,New Nicoleview,31,Low Priority,16-30
LN1835,Ashlee Pierce,463258,30,0,Low,0.6,Mcleanview,40,Medium,16-30
LN1836,Allen Bennett,137192,0,1,Low,0.4,Melissaview,30,Low Priority,0-15
LN1837,Travis Owen,452670,0,1,Mid,0.46,Hurstbury,41,Medium,0-15
LN1838,Stacie Johnson,358030,15,0,Mid,0.93,Vincentchester,70,High Priority,0-15
LN1839,Amanda Woods,287598,45,0,Low,0.55,Ericaberg,32,Low Priority,31-45
LN1840,Tammy Hernandez,236750,0,0,Low,0.88,West Nancyfurt,66,High Priority,0-15
LN1841,Justin Cruz,270351,15,1,Low,0.57,Wattsborough,32,Low Priority,0-15
LN1842,John Rodriguez,261084,15,1,Mid,0.49,Peterfurt,36,Medium,0-15
LN1843,Zachary Figueroa,119319,90,0,High,0.78,Hicksland,41,Medium,45+
LN1844,Brandon Thomas,355064,30,2,Low,0.47,Mariaberg,10,Low Priority,16-30
LN1845,Tracy Jacobs,481370,30,3,Mid,0.8,Lake Kaylafort,22,Low Priority,16-30
LN1846,Jordan Martinez,411180,0,0,Mid,0.84,Vasquezville,72,High Priority,0-15
LN1847,Jimmy Shelton,428302,30,0,Low,0.69,Port Adam,44,Medium,16-30
LN1848,Michelle Young,60863,90,0,Low,0.61,West Anthony,16,Low Priority,45+
LN1849,Joshua Wilson,408422,0,0,Low,0.59,Port Michael,52,Medium,0-15
LN1850,Deborah Lamb,199001,15,0,Low,0.5,Lake Ashley,41,Medium,0-15
LN1851,Christine Mitchell,250183,0,1,Low,0.59,North Saraside,40,Medium,0-15
LN1852,Eric Townsend,396671,60,0,Low,0.65,Port William,30,Low Priority,45+
LN1853,Brandon Fischer,196298,0,0,High,0.34,Angelicatown,55,Medium,0-15
LN1854,Mark Carter,78219,60,1,Mid,0.58,East Richardbury,23,Low Priority,45+
LN1855,Kristen Smith,357353,5,0,Mid,0.58,Lake Danielburgh,57,Medium,0-15
LN1856,Sean Garcia,261249,45,0,High,0.68,Natalieside,54,Medium,31-45
LN1857,Angel Thomas,283801,0,0,Mid,0.65,Brittanyburgh,62,High Priority,0-15
LN1858,Clifford James,255113,45,0,Mid,0.52,West Markfort,38,Medium,31-45
LN1859,Tammy Lin,209651,0,2,Mid,0.88,New Amanda,50,Medium,0-15
LN1860,Kevin Freeman,352586,90,3,Low,0.81,Fosterfort,0,Low Priority,45+
LN1861,Sean Scott,462244,60,1,Mid,0.39,Warrentown,14,Low Priority,45+
LN1862,Lauren Brown,235189,45,0,High,0.32,North Selenaport,36,Medium,31-45
LN1863,Paul Stone,76635,0,0,Mid,0.51,Christophermouth,56,Medium,0-15
LN1864,Samuel Coleman DVM,438632,0,1,Low,0.52,Robertsmouth,36,Medium,0-15
LN1865,Brandon Brady,328479,60,1,Low,0.7,East Christinamouth,21,Low Priority,45+
LN1866,Kristine Koch,367160,45,1,Mid,0.54,West Leslie,27,Low Priority,31-45
LN1867,Alexander Collins,157854,0,1,Mid,0.41,Johnfort,38,Medium,0-15
LN1868,Paige Clark,226946,0,1,High,0.51,Waltermouth,52,Medium,0-15
LN1869,Kendra Young,498928,0,2,High,0.59,Jacobmouth,44,Medium,0-15
LN1870,Denise Gutierrez,386645,0,0,Low,0.9,Joshuashire,67,High Priority,0-15
LN1871,David Marshall,356058,15,0,Mid,0.51,Johnsonville,50,Medium,0-15
LN1872,Denise Barrett,436047,30,0,Mid,0.3,Oconnorshire,33,Low Priority,16-30
LN1873,David Thompson,418138,15,0,Mid,0.39,Gibbsmouth,44,Medium,0-15
LN1874,Danny Zimmerman,294349,0,0,Mid,0.41,West James,50,Medium,0-15
LN1875,Justin Brown,459358,0,0,High,0.95,Davidmouth,86,High Priority,0-15
LN1876,Stacey Mejia,123119,0,0,Mid,0.5,South Jameston,55,Medium,0-15
LN1877,Thomas Johnson,375990,0,1,Low,0.64,West Kaylastad,42,Medium,0-15
LN1878,Michael Turner,408388,30,0,Mid,0.69,South Amandafort,52,Medium,16-30
LN1879,Andrea Parker,294892,15,1,Mid,0.41,Rebeccahaven,32,Low Priority,0-15
LN1880,Christopher Grant,361651,30,0,Mid,0.39,Fryton,38,Medium,16-30
LN1881,Christopher Avila,150193,0,0,Low,0.79,Rubenport,62,High Priority,0-15
LN1882,Lisa Johnson,346284,0,3,Low,0.54,Jaimeborough,13,Low Priority,0-15
LN1883,Jessica Hoffman,115598,0,0,Mid,0.47,South Thomasstad,54,Medium,0-15
LN1884,Jennifer Hayes,108302,45,0,Mid,0.37,Port James,30,Low Priority,31-45
LN1885,Karen Davis,48164,0,1,Low,0.77,Port Garyville,48,Medium,0-15
LN1886,George Baker,80380,120,0,Mid,0.65,East Katherine,14,Low Priority,45+
LN1887,Matthew Taylor,417891,90,1,Mid,0.7,West Reginald,17,Low Priority,45+
LN1888,Patrick Williams,74460,30,3,Mid,0.6,East Justinside,12,Low Priority,16-30
LN1889,Tracy Santiago,152233,5,0,Mid,0.9,East Kari,73,High Priority,0-15
LN1890,Paul Butler,427974,90,1,High,0.69,Laneland,24,Low Priority,45+
LN1891,Alexander Sanchez,439843,30,0,Low,0.63,East Michael,42,Medium,16-30
LN1892,Christine Smith,212458,120,0,Low,0.84,Durhamville,16,Low Priority,45+
LN1893,Patricia Rodriguez,435105,30,0,Low,0.5,Port Jessica,35,Medium,16-30
LN1894,Amanda Miller,61777,30,1,Low,0.77,West Emilyborough,36,Medium,16-30
LN1895,Suzanne Davis,35216,90,1,Low,0.3,Toddhaven,0,Low Priority,45+
LN1896,Christopher Maldonado,230515,0,1,Low,0.78,North Briannaville,49,Medium,0-15
LN1897,Valerie Case,262471,5,1,Mid,0.48,Port Kathrynview,40,Medium,0-15
LN1898,Michael Coffey,168725,0,1,High,0.33,Davenportmouth,42,Medium,0-15
LN1899,Ariana Miller,107592,120,0,Mid,0.59,New Jessicahaven,12,Low Priority,45+
LN1900,Erica Ayala,207464,15,0,Low,0.48,Karenbury,40,Medium,0-15
LN1901,Emily Carter,106803,15,1,Mid,0.81,Mckinneyhaven,52,Medium,0-15
LN1902,Eric Simpson,214549,0,1,High,0.34,Donaldport,43,Medium,0-15
LN1903,Barbara Williams,34859,15,0,Low,0.55,Lake David,44,Medium,0-15
LN1904,Michele Mcfarland,301197,0,1,Low,0.94,North Charles,57,Medium,0-15
LN1905,Jacob Crane,434027,0,2,High,0.81,Davishaven,54,Medium,0-15
LN1906,Patricia White,456862,30,2,Mid,0.77,Smithchester,32,Low Priority,16-30
LN1907,Mary Valdez,310979,30,0,Low,0.83,New Frederickport,52,Medium,16-30
LN1908,Charles Shaw,29615,0,1,Mid,0.72,Watersstad,54,Medium,0-15
LN1909,Travis Torres,54782,0,1,High,0.89,North Ginabury,70,High Priority,0-15
LN1910,Jacqueline Martinez,235356,5,0,Low,0.88,North Michaelfort,64,High Priority,0-15
LN1911,Lynn Walker,288782,15,0,High,0.75,New Ryan,70,High Priority,0-15
LN1912,Desiree Bentley,207135,45,0,Low,0.8,East Rachelmouth,44,Medium,31-45
LN1913,William Castaneda,143664,15,0,Low,0.87,East Jerryhaven,60,High Priority,0-15
LN1914,Charles Randall,325442,60,0,High,0.57,Thomasview,42,Medium,45+
LN1915,Marie Sanchez,54753,30,0,Low,0.37,East Davidmouth,28,Low Priority,16-30
LN1916,John Esparza,445683,0,0,High,0.98,Nicholebury,87,High Priority,0-15
LN1917,Jennifer Mckinney,286186,15,2,High,0.71,Lake Alexisbury,44,Medium,0-15
LN1918,Justin Malone,431840,5,0,Low,0.64,North Jennifer,52,Medium,0-15
LN1919,Juan Mccarty,274803,30,0,Low,0.74,East Patrickchester,47,Medium,16-30
LN1920,Michelle Williams,148674,30,0,Mid,0.48,Rebeccashire,42,Medium,16-30
LN1921,Jason Lang,99526,60,0,Mid,0.73,Salinasmouth,42,Medium,45+
LN1922,Troy Hughes,255707,45,0,Mid,0.86,Williamsfurt,55,Medium,31-45
LN1923,Cindy Johnson,358130,0,0,Mid,0.5,Lake John,55,Medium,0-15
